timestamp,roll_deg,pitch_deg,yaw_deg,quat_w,quat_x,quat_y,quat_z
6.4723,-159.39,-37.71,-64.42,0.0263,0.8185,-0.4474,0.3593
6.4850,-159.39,-37.71,-64.42,0.0263,0.8185,-0.4474,0.3593
6.4963,-159.39,-37.71,-64.42,0.0263,0.8185,-0.4474,0.3593
6.5066,-159.39,-37.71,-64.42,0.0263,0.8185,-0.4474,0.3593
6.5193,-159.39,-37.71,-64.42,0.0263,0.8185,-0.4474,0.3593
6.5290,-160.58,-36.80,-63.74,0.0285,0.8222,-0.4487,0.3487
6.5426,-160.64,-36.49,-63.72,0.0274,0.8228,-0.4495,0.3464
6.5481,-160.80,-36.29,-63.65,0.0274,0.8233,-0.4500,0.3445
6.5609,-160.80,-36.29,-63.65,0.0274,0.8233,-0.4500,0.3445
6.5713,-160.80,-36.29,-63.65,0.0274,0.8233,-0.4500,0.3445
6.5841,-160.80,-36.29,-63.65,0.0274,0.8233,-0.4500,0.3445
6.5963,-160.80,-36.29,-63.65,0.0274,0.8233,-0.4500,0.3445
6.6043,-160.74,-36.10,-63.75,0.0263,0.8233,-0.4510,0.3434
6.6213,-160.96,-35.82,-63.56,0.0260,0.8244,-0.4510,0.3407
6.6320,-160.96,-35.82,-63.56,0.0260,0.8244,-0.4510,0.3407
6.6404,-161.19,-35.71,-63.31,0.0264,0.8255,-0.4502,0.3391
6.6491,-161.24,-35.60,-63.24,0.0260,0.8260,-0.4501,0.3382
6.6655,-161.13,-35.49,-63.24,0.0248,0.8261,-0.4501,0.3379
6.6776,-161.13,-35.49,-63.24,0.0248,0.8261,-0.4501,0.3379
6.6878,-161.07,-35.44,-63.22,0.0241,0.8262,-0.4499,0.3378
